,COD_IPRESS,x,y,SECTOR_R
7047,00020973,,,PRIVADO
7048,00009615,-11.95411751,-77.05209797,PRIVADO
7049,00029877,-12.06261502,-75.2230704,PRIVADO
7050,00010217,,,PRIVADO
7051,00010307,,,PRIVADO
7052,00010244,-5.1933154,-80.6363336,PUBLICO
7053,00010265,,,PRIVADO
7054,00010345,-12.1134997,-77.0000729,PRIVADO
7055,00010490,,,PRIVADO
7056,00010470,,,PRIVADO
7057,00010396,-12.08038091,-76.98566503,PRIVADO
7058,00010466,-12.0295565,-77.09004051,PRIVADO
7059,00010564,,,PRIVADO
7060,00010686,,,PRIVADO
7061,00010404,-11.87471957,-77.12640458,PRIVADO
7062,00010590,-12.0628728,-75.2190299,PRIVADO
7063,00010899,-11.9451442,-76.7160503,PUBLICO
7064,00010983,-12.0925599,-77.0700289,PUBLICO
7065,00010731,,,PRIVADO
7066,00010791,,,PRIVADO
7067,00000390,-11.66275533,-75.6443879,PUBLICO
7068,00009184,,,PRIVADO
7069,00010480,,,PRIVADO
7070,00010267,-4.90640275,-80.69131494,PUBLICO
7071,00010216,-10.07235799,-75.90711952,PUBLICO
7072,00010372,,,PRIVADO
7073,00010219,,,PRIVADO
7074,00010361,,,PRIVADO
7075,00010494,-12.13826124,-76.99476095,PRIVADO
7076,00010413,,,PRIVADO
7077,00010436,-7.1581386,-78.5175021,PRIVADO
7078,00010653,,,PRIVADO
7079,00011077,,,PRIVADO
7080,00010709,,,PRIVADO
7081,00010657,-12.0910579,-77.013703,PRIVADO
7082,00012219,-12.09496596,-76.96820787,PRIVADO
7083,00010573,-11.87151,-77.122435,PUBLICO
7084,00010574,,,PRIVADO
7085,00010962,-12.0557538,-77.0752701,PRIVADO
7086,00010580,-17.1921068,-70.93865116,PRIVADO
7087,00021194,,,PRIVADO
7088,00028481,-9.04966,-77.812145,PUBLICO
7089,00028578,-12.12763979,-77.01786763,PRIVADO
7090,00009321,-12.5990335,-69.2002145,PUBLICO
7091,00010232,,,PRIVADO
7092,00010235,-15.8416987,-70.0201942,PUBLICO
7093,00010337,,,PRIVADO
7094,00010493,-12.0918764,-76.9736774,PRIVADO
7095,00011296,-11.9330888,-77.0549798,PRIVADO
7096,00010546,,,PRIVADO
7097,00010414,,,PRIVADO
7098,00010415,,,PRIVADO
7099,00010417,,,PRIVADO
7100,00010481,,,PRIVADO
7101,00011084,,,PRIVADO
7102,00010749,,,PRIVADO
7103,00010585,,,PRIVADO
7104,00010594,-8.1036718,-79.0368008,PRIVADO
7105,00010622,,,PRIVADO
7106,00010591,,,PRIVADO
7107,00028691,-12.0819145,-77.0337717,PRIVADO
7108,00001761,-10.39156167,-77.191855,PUBLICO
7109,00028978,-13.52566394,-71.94927907,PRIVADO
7110,00028981,-13.53195,-71.9674626,PRIVADO
7111,00011294,,,PRIVADO
7112,00010938,-11.36424,-76.81374642,PUBLICO
7113,00010443,,,PRIVADO
7114,00010248,-10.56489,-76.36383833,PUBLICO
7115,00010249,-8.11524907,-79.0276886,PUBLICO
7116,00010894,-12.0876097,-77.0470551,PRIVADO
7117,00010255,-12.07136543,-77.16652238,PUBLICO
7118,00010258,-12.03501833,-77.13737167,PUBLICO
7119,00010421,-4.6596675,-80.34837139,PUBLICO
7120,00010511,,,PRIVADO
7121,00010468,,,PRIVADO
7122,00010561,,,PRIVADO
7123,00010652,,,PRIVADO
7124,00030574,-12.0488666,-77.0009546,PRIVADO
7125,00010595,,,PRIVADO
7126,00012271,,,PUBLICO
7127,00010837,,,PRIVADO
7128,00012274,,,PUBLICO
7129,00010640,,,PRIVADO
7130,00011116,-12.21272398,-77.00758672,PRIVADO
7131,00011683,,,PRIVADO
7132,00012105,-7.91308668,-78.56707432,PUBLICO
7133,00030366,-14.7895845,-71.412125,PUBLICO
7134,00002191,-5.22343278,-80.02582362,PUBLICO
7135,00028673,-12.06744489,-75.21108617,PRIVADO
7136,00010259,-5.87644394,-76.35597659,PUBLICO
7137,00010261,-11.88545383,-77.12759948,PUBLICO
7138,00011334,,,PRIVADO
7139,00010798,,,PRIVADO
7140,00011410,-15.77831333,-70.36351833,PUBLICO
7141,00010892,-12.10686496,-76.99963301,PRIVADO
7142,00010334,,,PRIVADO
7143,00010617,,,PRIVADO
7144,00010502,-11.13173477,-74.45196879,PUBLICO
7145,00010432,,,PRIVADO
7146,00010687,,,PRIVADO
7147,00010434,-12.04757833,-76.947995,PUBLICO
7148,00009783,,,PRIVADO
7149,00010838,,,PRIVADO
7150,00010774,,,PRIVADO
7151,00010732,,,PRIVADO
7152,00010626,-6.81022225,-78.47259325,PUBLICO
7153,00011029,-17.0233033,-72.0169489,PUBLICO
7154,00011110,,,PRIVADO
7155,00008774,,,PRIVADO
7156,00010495,,,PRIVADO
7157,00010642,,,PRIVADO
7158,00010450,,,PRIVADO
7159,00010280,,,PRIVADO
7160,00010281,,,PRIVADO
7161,00010282,,,PRIVADO
7162,00010461,,,PRIVADO
7163,00011299,-12.1087591,-77.0386433,PRIVADO
7164,00010438,,,PRIVADO
7165,00010955,,,PRIVADO
7166,00010565,,,PRIVADO
7167,00010460,-7.155187,-78.51333,PUBLICO
7168,00009351,,,PRIVADO
7169,00012665,-4.89842399,-80.6871005,PUBLICO
7170,00010610,-12.02711419,-77.10366345,PUBLICO
7171,00010613,,,PRIVADO
7172,00010870,-12.14091641,-77.02206529,PRIVADO
7173,00010716,,,PRIVADO
7174,00012115,-7.7320975,-79.0051685,PUBLICO
7175,00030247,-15.8470452,-70.0235465,PRIVADO
7176,00003665,-12.62557739,-74.1955548,PUBLICO
7177,00028800,,,PRIVADO
7178,00008944,,,PRIVADO
7179,00030593,-11.9823761,-77.07101694,PRIVADO
7180,00010867,,,PRIVADO
7181,00010875,,,PRIVADO
7182,00011873,-12.0789842,-77.0735385,PRIVADO
7183,00010987,-9.0758998,-78.5989643,PRIVADO
7184,00010859,,,PRIVADO
7185,00010929,-6.5610238,-78.6534163,PUBLICO
7186,00029826,,,PRIVADO
7187,00012428,,,PRIVADO
7188,00011463,,,PRIVADO
7189,00011464,,,PUBLICO
7190,00011465,-13.17499,-74.202935,PUBLICO
7191,00011470,-6.761813,-79.863203,PUBLICO
7192,00011653,-12.066156,-77.037442,PRIVADO
7193,00011719,-11.9299805,-77.053541,PRIVADO
7194,00011295,-12.10863,-77.0353281,PRIVADO
7195,00010939,,,PRIVADO
7196,00010961,,,PRIVADO
7197,00011258,-6.22863885,-78.67482824,PUBLICO
7198,00010940,,,PRIVADO
7199,00011096,,,PRIVADO
7200,00010967,,,PRIVADO
7201,00011261,-6.17438804,-78.81124084,PUBLICO
7202,00010359,,,PRIVADO
7203,00030282,-11.1276177,-77.612877,PRIVADO
7204,00011166,-9.39795844,-76.70385437,PUBLICO
7205,00011937,,,PRIVADO
7206,00011367,,,PRIVADO
7207,00011170,-13.52030157,-73.56405239,PUBLICO
7208,00011178,,,PRIVADO
7209,00011479,,,PRIVADO
7210,00011181,-12.08973631,-76.94861568,PRIVADO
7211,00011292,-3.7384011,-73.2498801,PRIVADO
7212,00011337,-11.1133442,-77.6091848,PUBLICO
7213,00011301,,,PRIVADO
7214,00011302,-12.0519808,-77.0031979,PRIVADO
7215,00011305,,,PRIVADO
7216,00011478,,,PRIVADO
7217,00011608,,,PRIVADO
7218,00017952,,,PRIVADO
7219,00011481,-14.73017827,-72.99815331,PUBLICO
7220,00011482,-14.44744623,-73.65917999,PUBLICO
7221,00011483,-18.02464307,-70.23564743,PUBLICO
7222,00011761,,,PRIVADO
7223,00010943,,,PRIVADO
7224,00010944,,,PRIVADO
7225,00010945,,,PRIVADO
7226,00010949,,,PRIVADO
7227,00010952,-12.055296,-75.254646,PUBLICO
7228,00010969,,,PRIVADO
7229,00029968,-3.56829511,-80.45551455,PRIVADO
7230,00011185,-12.52244936,-74.67119385,PUBLICO
7231,00011188,-12.2717977,-74.841109,PUBLICO
7232,00011189,-12.09195973,-74.76352983,PUBLICO
7233,00011190,-12.78262709,-74.74230346,PUBLICO
7234,00011291,,,PRIVADO
7235,00011307,,,PRIVADO
7236,00011308,,,PRIVADO
7237,00011310,,,PRIVADO
7238,00011316,,,PRIVADO
7239,00011317,,,PRIVADO
7240,00011321,,,PRIVADO
7241,00011616,,,PRIVADO
7242,00011988,,,PRIVADO
7243,00011491,-7.13292195,-76.16652161,PUBLICO
7244,00011490,-17.91247656,-70.0803015,PUBLICO
7245,00011500,-12.0651675,-77.1280381,PRIVADO
7246,00011568,-12.0755322,-77.0675976,PRIVADO
7247,00010989,,,PRIVADO
7248,00011104,,,PRIVADO
7249,00010957,-11.8362719,-77.1614188,PRIVADO
7250,00011055,,,PRIVADO
7251,00011175,,,PRIVADO
7252,00010084,-12.092011,-77.0087407,PRIVADO
7253,00030431,-12.00758531,-77.07920079,PRIVADO
7254,00011193,-11.9653083,-76.9911667,PRIVADO
7255,00011194,,,PRIVADO
7256,00011195,-18.00919833,-70.25849771,PUBLICO
7257,00011516,,,PRIVADO
7258,00011356,,,PRIVADO
7259,00011559,-6.590661,-78.817369,PUBLICO
7260,00011496,,,PRIVADO
7261,00011201,-13.03971833,-74.785965,PUBLICO
7262,00011323,,,PRIVADO
7263,00011325,,,PRIVADO
7264,00011345,,,PRIVADO
7265,00011457,,,PRIVADO
7266,00011709,,,PRIVADO
7267,00011404,,,PRIVADO
7268,00011696,,,PRIVADO
7269,00011364,-5.1942255,-80.6352604,PRIVADO
7270,00011505,,,PRIVADO
7271,00011522,,,PRIVADO
7272,00011588,,,PRIVADO
7273,00010007,-5.86725878,-78.92747235,PUBLICO
7274,00030279,-17.99423034,-70.25132336,PRIVADO
7275,00011456,,,PRIVADO
7276,00011169,-6.3496421,-77.32393061,PUBLICO
7277,00011141,,,PRIVADO
7278,00011198,-6.77835021,-79.83725496,PRIVADO
7279,00011239,,,PRIVADO
7280,00010974,,,PRIVADO
7281,00030001,-11.9569781,-77.0516383,PRIVADO
7282,00011344,,,PRIVADO
7283,00011205,-13.13587833,-74.6762,PUBLICO
7284,00011206,-12.80872299,-74.92092603,PUBLICO
7285,00011208,-12.81233761,-74.73124719,PUBLICO
7286,00011209,-12.65956675,-74.89708678,PUBLICO
7287,00011211,-12.52576018,-74.51694644,PUBLICO
7288,00011220,-12.87029797,-74.33347267,PUBLICO
7289,00011560,-6.70675267,-78.61825003,PUBLICO
7290,00011340,-12.02896849,-76.92612772,PUBLICO
7291,00011419,,,PRIVADO
7292,00011341,,,PRIVADO
7293,00011342,,,PRIVADO
7294,00011343,-7.23629875,-76.25595763,PUBLICO
7295,00011473,-12.0693989,-77.0377829,PRIVADO
7296,00016403,-9.533719,-77.527173,PRIVADO
7297,00011784,,,PRIVADO
7298,00011615,,,PRIVADO
7299,00013739,-16.3792437,-71.5546733,PRIVADO
7300,00012791,,,PRIVADO
7301,00030280,-11.92706688,-77.04151255,PRIVADO
7302,00030166,-10.91851636,-76.05153903,PUBLICO
7303,00010976,,,PRIVADO
7304,00011137,,,PRIVADO
7305,00011121,,,PRIVADO
7306,00011135,,,PRIVADO
7307,00011276,,,PRIVADO
7308,00011542,,,PRIVADO
7309,00010985,,,PRIVADO
7310,00030437,-11.9960443,-77.0826065,PRIVADO
7311,00025029,-13.23116121,-73.61963017,PUBLICO
7312,00011225,-12.89928666,-74.49551906,PUBLICO
7313,00011467,,,PRIVADO
7314,00011229,-12.77483404,-74.69588965,PUBLICO
7315,00011230,-12.81959639,-74.65611359,PUBLICO
7316,00011232,-12.90279332,-74.43167725,PUBLICO
7317,00011235,,,PRIVADO
7318,00011660,,,PRIVADO
7319,00011459,,,PRIVADO
7320,00015835,-6.4927163,-76.3463624,PRIVADO
7321,00011349,,,PRIVADO
7322,00011649,,,PRIVADO
7323,00011698,,,PRIVADO
7324,00030327,-12.08491046,-77.03543342,PRIVADO
7325,00030659,-11.9596286,-77.0966885,PRIVADO
7326,00010992,-6.51239063,-78.74308984,PUBLICO
7327,00011124,,,PRIVADO
7328,00011224,,,PRIVADO
7329,00010995,-12.10595442,-76.46002585,PUBLICO
7330,00011160,,,PRIVADO
7331,00011165,,,PRIVADO
7332,00010997,-9.55178405,-77.56841015,PUBLICO
7333,00030494,-12.0621895,-77.019732,PRIVADO
7334,00011237,-9.35632604,-77.01709642,PUBLICO
7335,00011539,-12.1551319,-76.9722636,PRIVADO
7336,00011241,,,PRIVADO
7337,00011330,,,PRIVADO
7338,00028508,-3.56249401,-80.45448995,PRIVADO
7339,00009635,,,PRIVADO
7340,00011351,-12.64626895,-74.95782609,PUBLICO
7341,00012266,-6.5023041,-78.42121536,PUBLICO
7342,00011354,-13.20389219,-74.21632247,PUBLICO
7343,00011359,,,PRIVADO
7344,00011360,,,PRIVADO
7345,00009988,-12.10011333,-76.971695,PRIVADO
7346,00011554,-11.1227218,-77.6105679,PRIVADO
7347,00011555,,,PRIVADO
7348,00011570,-9.849315,-75.58165333,PUBLICO
7349,00011614,,,PRIVADO
7350,00010473,,,PRIVADO
7351,00011102,,,PRIVADO
7352,00014850,,,PRIVADO
7353,00011328,-6.41706119,-79.005003,PUBLICO
7354,00011008,-7.77151667,-78.59310167,PUBLICO
7355,00011001,,,PRIVADO
7356,00011002,-9.61680667,-77.48005,PUBLICO
7357,00011007,-8.09169207,-79.07539022,PUBLICO
7358,00028548,-12.06297231,-76.95009592,PRIVADO
7359,00011358,-12.0950449,-77.013359,PRIVADO
7360,00011245,,,PRIVADO
7361,00011246,,,PRIVADO
7362,00011374,,,PRIVADO
7363,00011253,,,PRIVADO
7364,00028524,-12.596852,-69.190058,PRIVADO
7365,00013164,,,PRIVADO
7366,00011694,,,PRIVADO
7367,00011651,,,PRIVADO
7368,00011638,,,PRIVADO
7369,00011468,,,PRIVADO
7370,00011611,,,PRIVADO
7371,00011455,,,PRIVADO
7372,00011518,,,PRIVADO
7373,00011520,-13.83993833,-72.577815,PUBLICO
7374,00011523,-13.79203,-72.47734,PUBLICO
7375,00011527,,,PRIVADO
7376,00011654,,,PRIVADO
7377,00030200,-12.0870535,-75.1943901,PRIVADO
7378,00030170,-12.068126,-75.21320708,PRIVADO
7379,00011164,,,PRIVADO
7380,00011805,,,PRIVADO
7381,00011023,-16.34500823,-71.59994679,PUBLICO
7382,00011024,,,PRIVADO
7383,00011026,,,PRIVADO
7384,00011255,,,PRIVADO
7385,00011498,-4.5785558,-81.2756707,PRIVADO
7386,00011906,,,PRIVADO
7387,00011265,,,PRIVADO
7388,00011267,,,PRIVADO
7389,00011377,,,PRIVADO
7390,00011279,,,PRIVADO
7391,00029610,-6.0419882,-76.9700669,PRIVADO
7392,00029625,-6.49131,-76.3736878,PRIVADO
7393,00011561,-6.72211249,-78.83915257,PUBLICO
7394,00011369,-3.76917381,-73.27792337,PUBLICO
7395,00012812,,,PRIVADO
7396,00011726,-14.0661019,-75.7386116,PRIVADO
7397,00011499,-12.0842023,-77.0204204,PRIVADO
7398,00011391,,,PRIVADO
7399,00012339,,,PRIVADO
7400,00012740,-12.09755453,-77.01516128,PUBLICO
7401,00011630,,,PRIVADO
7402,00011545,,,PRIVADO
7403,00011806,,,PRIVADO
7404,00011804,,,PRIVADO
7405,00009670,-6.31865333,-77.96077333,PUBLICO
7406,00030336,-13.16369605,-74.22485545,PRIVADO
7407,00012056,,,PRIVADO
7408,00011058,-8.37708988,-74.53110414,PRIVADO
7409,00011034,,,PRIVADO
7410,00011131,,,PRIVADO
7411,00011037,-18.005662,-70.24159,PRIVADO
7412,00011038,,,PRIVADO
7413,00011039,,,PRIVADO
7414,00011506,,,PRIVADO
7415,00011764,,,PRIVADO
7416,00011474,,,PRIVADO
7417,00011282,,,PRIVADO
7418,00011284,,,PRIVADO
7419,00011289,,,PRIVADO
7420,00010972,-6.7900804,-79.8470144,PRIVADO
7421,00011953,,,PRIVADO
7422,00011393,,,PRIVADO
7423,00011376,-16.7300002,-71.8808499,PUBLICO
7424,00011389,,,PRIVADO
7425,00011383,,,PRIVADO
7426,00011386,-3.77457243,-73.28640444,PUBLICO
7427,00011546,,,PRIVADO
7428,00010827,-12.1044188,-77.0295839,PUBLICO
7429,00012977,,,PRIVADO
7430,00011576,,,PRIVADO
7431,00011954,-7.8183966,-78.041355,PRIVADO
7432,00011820,,,PRIVADO
7433,00012217,,,PRIVADO
7434,00030334,-3.73912195,-77.83629905,PUBLICO
7435,00011040,,,PRIVADO
7436,00011089,,,PRIVADO
7437,00011177,-12.12208822,-77.02580161,PRIVADO
7438,00011214,-13.65753852,-73.41220289,PUBLICO
7439,00011041,,,PRIVADO
7440,00011215,-14.10346123,-72.70721744,PUBLICO
7441,00011217,-14.36546615,-72.87841024,PUBLICO
7442,00010970,,,PRIVADO
7443,00010904,,,PRIVADO
7444,00010865,,,PRIVADO
7445,00010765,-9.11598047,-75.25124023,PUBLICO
7446,00010924,,,PRIVADO
7447,00010768,,,PRIVADO
7448,00010844,-12.1074758,-77.05116189,PUBLICO
7449,00010848,,,PRIVADO
7450,00011475,,,PRIVADO
7451,00011412,-12.63523542,-69.90288884,PUBLICO
7452,00011403,-4.5062377,-73.5842244,PUBLICO
7453,00011405,-5.0624105,-73.85676392,PUBLICO
7454,00010914,,,PRIVADO
7455,00011913,-11.054303,-75.326726,PUBLICO
7456,00011489,,,PRIVADO
7457,00012454,-11.33334298,-74.53248195,PUBLICO
7458,00010920,-13.5319123,-71.9398779,PUBLICO
7459,00030361,-12.2063944,-76.9459416,PUBLICO
7460,00011147,,,PRIVADO
7461,00011221,-13.517255,-73.71463833,PUBLICO
7462,00011218,-14.28997643,-73.25644101,PUBLICO
7463,00011244,,,PRIVADO
7464,00011092,,,PRIVADO
7465,00011803,-12.087677,-77.072517,PRIVADO
7466,00011995,-16.3896534,-71.5291984,PRIVADO
7467,00010806,-12.0770933,-77.046548,PRIVADO
7468,00010906,,,PRIVADO
7469,00010820,,,PRIVADO
7470,00010847,,,PRIVADO
7471,00010878,-6.51146094,-78.80913086,PUBLICO
7472,00010856,,,PRIVADO
7473,00010951,-6.91110806,-78.22557831,PUBLICO
7474,00009652,,,PRIVADO
7475,00011589,,,PRIVADO
7476,00011525,-6.7765974,-79.8442978,PRIVADO
7477,00011632,,,PRIVADO
7478,00012654,,,PRIVADO
7479,00010872,,,PRIVADO
7480,00010873,-12.021563,-77.00226,PRIVADO
7481,00011087,,,PRIVADO
7482,00010876,-15.20521537,-69.75825961,PUBLICO
7483,00010883,-11.123465,-77.6092087,PRIVADO
7484,00010887,-15.49997221,-70.13106384,PUBLICO
7485,00030236,-12.040496,-76.9982814,PRIVADO
7486,00030286,-12.05006876,-77.00183227,PRIVADO
7487,00011697,-12.1464,-77.0067,PRIVADO
7488,00011152,-6.97184614,-78.25763489,PUBLICO
7489,00011156,-6.64194674,-78.30356197,PUBLICO
7490,00011153,-6.83821226,-78.1759655,PUBLICO
7491,00011059,,,PRIVADO
7492,00011060,,,PRIVADO
7493,00029879,-12.1485189,-76.9488543,PRIVADO
7494,00011541,,,PRIVADO
7495,00010855,,,PRIVADO
7496,00012049,,,PRIVADO
7497,00012048,,,PRIVADO
7498,00012047,,,PRIVADO
7499,00028648,-12.061433,-77.1158864,PRIVADO
7500,00029853,-11.9910858,-77.0688745,PRIVADO
7501,00016039,-9.52605,-77.527986,PRIVADO
7502,00011477,,,PRIVADO
7503,00011421,,,PUBLICO
7504,00011422,,,PRIVADO
7505,00012000,,,PRIVADO
7506,00011426,-13.16803526,-74.22945923,PUBLICO
7507,00011427,-6.22972174,-77.87069441,PRIVADO
7508,00011428,-6.22719477,-77.86987559,PRIVADO
7509,00011429,,,PRIVADO
7510,00011430,-6.22963677,-77.86773378,PRIVADO
7511,00010889,-16.31903934,-69.25589785,PUBLICO
7512,00011400,-13.7134562,-76.1841701,PUBLICO
7513,00011399,,,PUBLICO
7514,00011065,-6.15473195,-78.72370578,PUBLICO
7515,00010953,-12.1248201,-77.0183255,PRIVADO
7516,00011171,,,PRIVADO
7517,00010981,,,PRIVADO
7518,00011223,,,PRIVADO
7519,00011329,-6.66581654,-78.60519547,PUBLICO
7520,00012620,-12.1675457,-76.9709463,PRIVADO
7521,00011958,-12.1120664,-77.0017457,PRIVADO
7522,00011070,-9.72407333,-75.01342833,PUBLICO
7523,00011494,-4.903638,-80.6864323,PRIVADO
7524,00029861,-12.1674173,-76.94761,PUBLICO
7525,00011663,,,PRIVADO
7526,00011662,,,PRIVADO
7527,00010890,,,PRIVADO
7528,00011395,,,PRIVADO
7529,00011100,,,PRIVADO
7530,00010801,,,PUBLICO
7531,00011567,,,PRIVADO
7532,00012001,,,PRIVADO
7533,00011433,-13.75355748,-74.06538373,PUBLICO
7534,00011434,-14.01250557,-73.84054768,PUBLICO
7535,00011435,-13.65277422,-73.95291659,PUBLICO
7536,00012002,,,PRIVADO
7537,00011437,-12.94020449,-74.24704987,PUBLICO
7538,00011534,,,PRIVADO
7539,00011441,,,PRIVADO
7540,00010895,,,PRIVADO
7541,00010896,,,PRIVADO
7542,00010898,,,PRIVADO
7543,00011146,,,PRIVADO
7544,00010900,,,PUBLICO
7545,00010980,-7.1644724,-78.4998998,PRIVADO
7546,00010901,,,PRIVADO
7547,00028957,-12.0905342,-77.0176012,PRIVADO
7548,00011108,,,PRIVADO
7549,00011145,,,PRIVADO
7550,00012210,-13.1917039,-76.247912,PRIVADO
7551,00011240,,,PRIVADO
7552,00028523,-12.59274915,-69.18407086,PRIVADO
7553,00009621,-14.0726297,-75.7242644,PRIVADO
7554,00030070,-11.1227218,-77.6105679,PUBLICO
7555,00012923,-11.89620405,-77.07488297,PUBLICO
7556,00010812,,,PRIVADO
7557,00010815,-15.49752667,-70.132375,PRIVADO
7558,00011000,,,PRIVADO
7559,00011139,,,PRIVADO
7560,00011443,-15.01748077,-73.78137047,PUBLICO
7561,00011444,-13.55539911,-74.19566952,PUBLICO
7562,00011721,-4.58159379,-81.26078838,PUBLICO
7563,00011446,-12.93887256,-74.24044,PUBLICO
7564,00012811,,,PRIVADO
7565,00010982,,,PRIVADO
7566,00011045,,,PRIVADO
7567,00011125,,,PRIVADO
7568,00028676,-12.061972,-75.2034555,PRIVADO
7569,00011257,-13.4092,-76.131821,PRIVADO
7570,00011772,,,PRIVADO
7571,00011107,-9.78743333,-74.91681167,PUBLICO
7572,00011256,,,PRIVADO
7573,00011109,,,PRIVADO
7574,00011313,,,PRIVADO
7575,00011130,,,PRIVADO
7576,00010986,-3.5473191,-80.4004827,PRIVADO
7577,00010879,-6.39510938,-78.6662793,PUBLICO
7578,00010960,,,PRIVADO
7579,00011118,-12.1848841,-77.0074502,PRIVADO
7580,00010816,-3.7260518,-73.2483604,PUBLICO
7581,00010918,-5.12330625,-79.03674075,PUBLICO
7582,00011336,,,PRIVADO
7583,00011647,,,PRIVADO
7584,00011454,-12.86322167,-74.70064167,PUBLICO
7585,00011671,-12.0987129,-77.0312328,PRIVADO
7586,00011462,,,PRIVADO
7587,00010993,-6.40105078,-78.59119922,PUBLICO
7588,00010921,-12.0514708,-76.9660847,PRIVADO
7589,00010966,-5.38401953,-78.95328906,PUBLICO
7590,00011066,-6.36539441,-78.73198422,PUBLICO
7591,00011063,-6.490094,-78.62355414,PUBLICO
7592,00030104,-6.8666512,-78.1421905,PRIVADO
7593,00030201,-12.0686357,-75.2102976,PRIVADO
7594,00011163,-13.52604433,-71.94567896,PRIVADO
7595,00011186,,,PRIVADO
7596,00011672,,,PRIVADO
7597,00011380,-12.0859538,-77.0541078,PRIVADO
7598,00011144,,,PRIVADO
7599,00011339,-13.5457836,-71.8860572,PRIVADO
7600,00011338,-13.52198833,-71.96588,PRIVADO
7601,00029834,-13.16477914,-74.22988769,PRIVADO
7602,00010866,,,PRIVADO
7603,00011355,-12.06707042,-76.97003476,PUBLICO
7604,00010999,,,PRIVADO
7605,00011452,-6.03576833,-79.48125167,PUBLICO
7606,00012055,-9.51826541,-77.52919896,PRIVADO
7607,00027377,-15.49851963,-70.13194361,PRIVADO
7608,00029828,,,PRIVADO
7609,00012343,,,PRIVADO
7610,00013462,,,PRIVADO
7611,00013461,,,PRIVADO
7612,00012177,,,PRIVADO
7613,00012021,-18.02588781,-70.26259578,PUBLICO
7614,00030474,-12.1106812,-77.0213638,PRIVADO
7615,00030500,-12.08814169,-77.03520409,PRIVADO
7616,00012462,,,PRIVADO
7617,00013244,,,PRIVADO
7618,00012388,,,PRIVADO
7619,00012545,,,PRIVADO
7620,00014177,,,PRIVADO
7621,00015179,-12.08640906,-76.99374652,PRIVADO
7622,00011680,,,PRIVADO
7623,00011636,-15.84650521,-70.02149555,PRIVADO
7624,00011828,,,PRIVADO
7625,00011952,-12.159161,-77.0098096,PUBLICO
7626,00010643,,,PRIVADO
7627,00012265,,,PRIVADO
7628,00012124,-8.0965077,-79.0309848,PRIVADO
7629,00011842,,,PRIVADO
7630,00012037,,,PRIVADO
7631,00012057,,,PRIVADO
7632,00011851,,,PRIVADO
7633,00012822,-12.11321922,-77.02318933,PUBLICO
7634,00012429,-11.991118,-77.069213,PRIVADO
7635,00012471,-11.94366506,-74.92203962,PUBLICO
7636,00012572,-12.1237169,-76.9992829,PRIVADO
7637,00012039,,,PRIVADO
7638,00012469,-12.20528665,-75.21229168,PUBLICO
7639,00030543,-11.8724765,-77.1257725,PRIVADO
7640,00012660,,,PRIVADO
7641,00012626,,,PRIVADO
7642,00015070,,,PRIVADO
7643,00012267,,,PRIVADO
7644,00012527,,,PRIVADO
7645,00012521,,,PRIVADO
7646,00012544,,,PRIVADO
7647,00011650,-6.2300316,-77.87178873,PRIVADO
7648,00016776,,,PRIVADO
7649,00011685,,,PRIVADO
7650,00016536,,,PRIVADO
7651,00011661,-16.62527256,-72.71383004,PUBLICO
7652,00000131,-6.763287,-74.400512,PUBLICO
7653,00011868,,,PRIVADO
7654,00011891,-11.881205,-77.003039,PUBLICO
7655,00016488,-12.076973,-77.0383473,PUBLICO
7656,00012356,-4.1034782,-81.0451037,PRIVADO
7657,00013411,,,PRIVADO
7658,00009894,-6.40552076,-78.10406937,PUBLICO
7659,00012040,,,PRIVADO
7660,00012417,,,PRIVADO
7661,00012043,,,PRIVADO
7662,00012046,-17.644121,-71.338903,PUBLICO
7663,00012180,,,PRIVADO
7664,00012911,,,PRIVADO
7665,00012139,,,PRIVADO
7666,00012072,,,PRIVADO
7667,00028536,-12.0786244,-77.0236475,PRIVADO
7668,00030502,,,PRIVADO
7669,00012525,,,PRIVADO
7670,00012270,,,PRIVADO
7671,00012283,,,PRIVADO
7672,00012280,,,PRIVADO
7673,00012281,,,PRIVADO
7674,00012275,-12.0388483,-76.9158893,PUBLICO
7675,00012282,,,PRIVADO
7676,00012276,,,PRIVADO
7677,00011677,-16.4963723,-71.49954032,PUBLICO
7678,00011689,-5.8221904,-76.57134068,PUBLICO
7679,00011690,-4.699775,-76.43629,PUBLICO
7680,00011691,-3.65316333,-77.318525,PUBLICO
7681,00012671,-9.51791,-77.53094167,PRIVADO
7682,00011821,,,PRIVADO
7683,00011744,-12.8646036,-72.6903187,PUBLICO
7684,00011863,,,PRIVADO
7685,00011867,,,PRIVADO
7686,00012164,-6.67583972,-78.79447074,PUBLICO
7687,00011872,,,PRIVADO
7688,00012118,-8.37932701,-74.53113146,PRIVADO
7689,00028959,-12.1229136,-77.0284825,PRIVADO
7690,00012259,,,PRIVADO
7691,00016337,-13.3057641,-72.1156281,PRIVADO
7692,00012075,-3.74998314,-73.24701277,PRIVADO
7693,00012546,,,PRIVADO
7694,00017823,,,PRIVADO
7695,00012081,,,PRIVADO
7696,00012289,,,PRIVADO
7697,00012292,,,PRIVADO
7698,00012295,,,PRIVADO
7699,00012298,,,PRIVADO
7700,00012299,,,PRIVADO
7701,00012301,-8.1203381,-79.0353322,PRIVADO
7702,00011841,-6.8908061,-79.5609333,PUBLICO
