,COD_IPRESS,x,y,SECTOR_R
14756,00024272,-12.1168818,-77.0328358,PRIVADO
14757,00024432,,,PRIVADO
14758,00003629,-13.20311929,-74.37497377,PUBLICO
14759,00003041,-16.20257833,-69.66091167,PUBLICO
14760,00024428,,,PUBLICO
14761,00024336,-13.7076834,-76.2048998,PRIVADO
14762,00024002,,,PRIVADO
14763,00024581,-7.14834669,-78.51417353,PRIVADO
14764,00002092,-5.20041833,-80.63972667,PUBLICO
14765,00024450,,,PRIVADO
14766,00024681,,,PRIVADO
14767,00002197,-5.10056333,-79.73144667,PUBLICO
14768,00024826,,,PRIVADO
14769,00008519,-11.95133646,-77.05948747,PRIVADO
14770,00003146,-13.947845,-70.04767167,PUBLICO
14771,00010269,-6.8683566,-78.1422544,PUBLICO
14772,00024379,-12.1416088,-76.9918155,PRIVADO
14773,00024950,-15.8418887,-70.02657168,PRIVADO
14774,00025009,,,PRIVADO
14775,00025172,,,PRIVADO
14776,00023684,-12.0586098,-77.0419386,PRIVADO
14777,00023711,-12.07634991,-77.09096091,PRIVADO
14778,00023839,,,PRIVADO
14779,00001948,-4.40570378,-79.93873012,PUBLICO
14780,00024102,,,PRIVADO
14781,00007279,-6.24945041,-77.76727656,PUBLICO
14782,00004625,-7.32536372,-78.51852644,PUBLICO
14783,00024626,,,PRIVADO
14784,00024020,,,PRIVADO
14785,00023998,,,PRIVADO
14786,00024940,-5.71745392,-79.28871982,PUBLICO
14787,00024930,,,PRIVADO
14788,00024876,,,PRIVADO
14789,00013603,,,PRIVADO
14790,00008406,-12.0305245,-76.92564524,PRIVADO
14791,00010260,-12.0318924,-77.1019049,PUBLICO
14792,00024831,,,PRIVADO
14793,00024730,,,PRIVADO
14794,00019161,-8.118498,-79.024737,PRIVADO
14795,00024934,,,PRIVADO
14796,00015112,-14.0771685,-75.7269127,PRIVADO
14797,00012853,-18.033067,-70.253181,PRIVADO
14798,00001385,-15.71513833,-72.57735,PUBLICO
14799,00023996,-12.0787579,-77.0942079,PRIVADO
14800,00003622,-13.57873892,-74.44542622,PUBLICO
14801,00010279,-12.07539096,-76.93800486,PRIVADO
14802,00025238,,,PRIVADO
14803,00025169,,,PRIVADO
14804,00024451,,,PRIVADO
14805,00003125,-15.61996833,-70.34671833,PUBLICO
14806,00023358,,,PRIVADO
14807,00013958,-12.07987864,-75.20773073,PRIVADO
14808,00024872,,,PRIVADO
14809,00024889,,,PRIVADO
14810,00024861,,,PRIVADO
14811,00021087,-12.04725508,-76.9985832,PRIVADO
14812,00003865,-12.58608712,-74.71412875,PUBLICO
14813,00023728,,,PRIVADO
14814,00002259,-5.11054284,-79.46307078,PUBLICO
14815,00015281,-5.35149783,-79.45877414,PUBLICO
14816,00004479,-6.60346578,-78.19837123,PUBLICO
14817,00025025,,,PRIVADO
14818,00024750,-11.9766824,-76.9936667,PRIVADO
14819,00024605,,,PRIVADO
14820,00024952,-13.7310715,-76.2203908,PRIVADO
14821,00024932,,,PRIVADO
14822,00015598,-6.02889452,-76.96762706,PUBLICO
14823,00005187,-4.34556197,-77.69716414,PUBLICO
14824,00023929,,,PRIVADO
14825,00023870,-13.65651658,-73.38295467,PRIVADO
14826,00010256,-12.03613305,-77.13725007,PUBLICO
14827,00025045,-5.70986822,-78.80805948,PRIVADO
14828,00025163,-16.41587181,-71.50598618,PRIVADO
14829,00025195,-9.3928599,-77.575554,PRIVADO
14830,00024583,-12.6382111,-73.2041199,PUBLICO
14831,00000223,-5.86912,-76.30996,PUBLICO
14832,00024852,-12.0744069,-77.100242,PRIVADO
14833,00025065,,,PRIVADO
14834,00015977,-5.70571456,-78.80588449,PRIVADO
14835,00025166,-16.42054874,-71.50838117,PRIVADO
14836,00025219,-12.088175,-77.035215,PRIVADO
14837,00004975,-6.15145,-78.55412,PUBLICO
14838,00001934,-4.71973086,-80.13135243,PUBLICO
14839,00000153,-5.07750238,-73.90668951,PUBLICO
14840,00006826,-4.05698833,-77.18888333,PUBLICO
14841,00000045,-4.171474,-73.331911,PUBLICO
14842,00001354,-16.60163353,-72.74978235,PUBLICO
14843,00003263,-15.83569,-70.01544667,PUBLICO
14844,00006736,-13.18234374,-74.31081081,PUBLICO
14845,00025008,-12.20849358,-76.9518868,PRIVADO
14846,00006639,-9.4796956,-77.17830767,PUBLICO
14847,00001836,-9.36005443,-77.07903375,PUBLICO
14848,00010277,-6.68277031,-78.52104762,PUBLICO
14849,00004528,-7.45106642,-78.26969192,PUBLICO
14850,00024482,,,PRIVADO
14851,00024991,,,PRIVADO
14852,00010190,-18.01367,-70.25099833,PUBLICO
14853,00024472,-12.20851118,-76.93953908,PRIVADO
14854,00025121,-12.027218,-77.034331,PRIVADO
14855,00025171,-12.046374,-77.0427,PRIVADO
14856,00012459,-16.3825985,-71.5567312,PUBLICO
14857,00025301,-13.4639874,-72.1450637,PRIVADO
14858,00025220,,,PRIVADO
14859,00023678,,,PRIVADO
14860,00000474,-11.67288084,-74.01833889,PUBLICO
14861,00024842,-12.9398442,-74.8046796,PRIVADO
14862,00024871,-12.025239,-77.0332342,PUBLICO
14863,00024854,,,PRIVADO
14864,00025014,-12.15928644,-76.95957557,PRIVADO
14865,00025016,,,PRIVADO
14866,00005348,-8.02169833,-77.73026333,PUBLICO
14867,00004195,-13.65920002,-73.42997622,PUBLICO
14868,00000641,-12.08556488,-75.53677995,PUBLICO
14869,00007096,-14.10497667,-73.6473,PUBLICO
14870,00003815,-14.16563833,-73.57375333,PUBLICO
14871,00003724,-14.94017167,-74.41548667,PUBLICO
14872,00003738,-14.72877167,-74.67141833,PUBLICO
14873,00007020,-6.05444362,-79.39951337,PUBLICO
14874,00025043,,,PUBLICO
14875,00025013,-12.17347107,-76.99213169,PRIVADO
14876,00015466,-5.1939456,-80.63277295,PRIVADO
14877,00018505,-9.9669912,-76.2533431,PUBLICO
14878,00025102,-5.1782884,-80.6548882,PRIVADO
14879,00025105,,,PUBLICO
14880,00025106,-4.8988117,-80.6917356,PRIVADO
14881,00023696,-8.116499,-79.0234528,PRIVADO
14882,00004352,-6.85511333,-79.88812833,PUBLICO
14883,00023868,,,PRIVADO
14884,00023988,,,PRIVADO
14885,00000917,-9.03863333,-74.78056667,PUBLICO
14886,00025176,-16.3466173,-71.5756371,PUBLICO
14887,00019199,-9.20438,-75.80063333,PUBLICO
14888,00025312,-5.70543275,-78.80362607,PRIVADO
14889,00024749,,,PUBLICO
14890,00016186,-5.8277126,-81.029228,PRIVADO
14891,00024729,,,PRIVADO
14892,00025037,,,PRIVADO
14893,00025038,-5.7094412,-78.7986181,PRIVADO
14894,00025112,,,PRIVADO
14895,00001839,-9.2772703,-77.02699988,PUBLICO
14896,00003912,-12.67162613,-75.21001632,PUBLICO
14897,00005511,-10.924421,-74.20634433,PUBLICO
14898,00006309,-5.77619147,-77.43609025,PUBLICO
14899,00023725,,,PRIVADO
14900,00023729,,,PRIVADO
14901,00023717,,,PRIVADO
14902,00024619,,,PRIVADO
14903,00024791,,,PRIVADO
14904,00024883,,,PRIVADO
14905,00024973,,,PRIVADO
14906,00024970,,,PRIVADO
14907,00025034,-6.4965589,-76.37032725,PRIVADO
14908,00025108,-4.581152,-81.2628961,PRIVADO
14909,00006153,-12.1776988,-76.94539,PUBLICO
14910,00004272,-5.15477,-79.01121,PUBLICO
14911,00024560,,,PUBLICO
14912,00004910,-6.49730333,-77.86332,PUBLICO
14913,00025129,-6.55979674,-77.82966971,PUBLICO
14914,00025197,-6.76716422,-79.85223703,PRIVADO
14915,00010353,-11.98491721,-77.05728806,PRIVADO
14916,00025213,-12.0065473,-76.87710674,PRIVADO
14917,00013021,-13.18047648,-75.57136323,PUBLICO
14918,00005777,-11.27004285,-77.32578151,PUBLICO
14919,00023673,,,PRIVADO
14920,00023326,,,PRIVADO
14921,00001582,-9.40062833,-77.57684667,PUBLICO
14922,00024996,,,PRIVADO
14923,00024997,,,PRIVADO
14924,00025024,,,PRIVADO
14925,00007422,-14.19351044,-72.79713764,PUBLICO
14926,00002607,-14.14058982,-72.65859489,PUBLICO
14927,00002563,-14.32751065,-72.96632035,PUBLICO
14928,00004328,-6.79466548,-79.83250767,PUBLICO
14929,00007326,-6.01699985,-76.16771099,PUBLICO
14930,00011397,-3.7312248,-73.2473552,PUBLICO
14931,00004074,-12.39571,-74.86732,PUBLICO
14932,00001773,-8.86342898,-77.42493459,PUBLICO
14933,00001829,-9.57670727,-77.21385761,PUBLICO
14934,00001858,-9.02680561,-77.34955991,PUBLICO
14935,00001828,-9.5042624,-77.14666037,PUBLICO
14936,00023731,,,PRIVADO
14937,00024745,,,PRIVADO
14938,00025055,-16.41604713,-71.53571548,PRIVADO
14939,00003195,-14.02151667,-69.48434,PUBLICO
14940,00006704,-14.95209168,-70.65422881,PUBLICO
14941,00001416,,,PUBLICO
14942,00012288,,,PRIVADO
14943,00025051,,,PRIVADO
14944,00024951,,,PRIVADO
14945,00024773,,,PRIVADO
14946,00025003,-3.7540686,-73.2461175,PRIVADO
14947,00017676,-12.1530319,-76.9751414,PRIVADO
14948,00025126,-12.0703453,-76.9807785,PRIVADO
14949,00009300,-12.78874025,-74.97403133,PRIVADO
14950,00025006,-16.4090474,-71.537451,PRIVADO
14951,00025371,-14.46975338,-71.92770153,PUBLICO
14952,00005955,-11.88255833,-76.53799167,PUBLICO
14953,00023719,,,PRIVADO
14954,00023824,-12.09750953,-76.94967381,PRIVADO
14955,00004285,-5.31114,-78.72445,PUBLICO
14956,00004768,-6.6151,-79.27306,PUBLICO
14957,00007101,-6.25775843,-78.96128213,PUBLICO
14958,00006817,-6.76027624,-78.55762198,PUBLICO
14959,00004879,-6.1035609,-77.79418762,PUBLICO
14960,00024598,-12.0082439,-77.05859429,PRIVADO
14961,00024874,,,PRIVADO
14962,00011802,-12.1112453,-76.9966933,PRIVADO
14963,00024971,,,PRIVADO
14964,00025032,,,PRIVADO
14965,00003697,-15.05693,-73.32259667,PUBLICO
14966,00024912,,,PRIVADO
14967,00006774,-8.12642704,-78.45322571,PUBLICO
14968,00021954,-6.7765974,-79.8442978,PRIVADO
14969,00019298,-12.0590637,-77.0418966,PRIVADO
14970,00025082,-12.0731593,-77.0399586,PRIVADO
14971,00025278,-3.7260518,-73.2483604,PRIVADO
14972,00005203,-8.09495116,-79.01337229,PUBLICO
14973,00025314,,,PRIVADO
14974,00023919,-12.11131642,-76.98931018,PRIVADO
14975,00024738,-18.01750555,-70.24625801,PRIVADO
14976,00025369,,,PUBLICO
14977,00009708,-12.112714,-76.98984,PRIVADO
14978,00025347,-12.03467049,-76.95179883,PRIVADO
14979,00025259,-12.10479486,-76.97295332,PRIVADO
14980,00004312,-5.31636261,-79.28305954,PUBLICO
14981,00004517,-7.60220893,-78.10082583,PUBLICO
14982,00006843,-6.36499,-78.69172,PUBLICO
14983,00007745,-6.39314,-78.85341,PUBLICO
14984,00006788,-6.33893333,-78.79111833,PUBLICO
14985,00024138,-16.3977391,-71.5575586,PRIVADO
14986,00001289,-16.5178854,-71.38954095,PUBLICO
14987,00024312,-8.118697,-79.025468,PRIVADO
14988,00001475,-9.77226667,-77.44094,PUBLICO
14989,00001412,,,PUBLICO
14990,00003010,-16.30136248,-69.24419963,PUBLICO
14991,00024806,,,PRIVADO
14992,00024758,,,PRIVADO
14993,00001440,-14.67226393,-72.02119796,PUBLICO
14994,00025018,-12.15659156,-76.97338588,PRIVADO
14995,00000436,-11.33662108,-74.57765692,PUBLICO
14996,00024056,,,PRIVADO
14997,00024173,-13.5319123,-71.9398779,PRIVADO
14998,00024530,,,PRIVADO
14999,00024656,-9.2976466,-76.0000202,PUBLICO
15000,00000924,-9.62807667,-74.97513,PUBLICO
15001,00005032,-6.22723,-78.65236,PUBLICO
15002,00030059,-16.4030788,-71.54613279,PRIVADO
15003,00024183,,,PRIVADO
15004,00024201,,,PRIVADO
15005,00024178,-12.21442795,-76.93776078,PRIVADO
15006,00024113,-12.0892785,-77.0581673,PRIVADO
15007,00016769,,,PRIVADO
15008,00016010,,,PRIVADO
15009,00027925,,,PRIVADO
15010,00016379,,,PRIVADO
15011,00016839,,,PRIVADO
15012,00010988,-9.528759,-77.53146,PRIVADO
15013,00011533,,,PRIVADO
15014,00011260,-6.132155,-78.80488,PUBLICO
15015,00010950,,,PRIVADO
15016,00004880,-6.0786751,-77.73728409,PUBLICO
15017,00012061,,,PRIVADO
15018,00010979,-8.0647013,-79.0614895,PRIVADO
15019,00030003,-5.2165,-80.6243663,PRIVADO
15020,00011902,,,PRIVADO
15021,00024314,,,PRIVADO
15022,00024222,,,PRIVADO
15023,00024322,,,PRIVADO
15024,00002008,-4.78791227,-80.43118875,PUBLICO
15025,00024403,-6.03931,-76.97036,PRIVADO
15026,00007032,-6.40672621,-79.02429611,PUBLICO
15027,00004713,-6.39602009,-78.99858114,PUBLICO
15028,00018396,-4.4661409,-81.0312989,PRIVADO
15029,00000834,-10.35885651,-76.16996664,PUBLICO
15030,00004746,-6.38795,-78.56196,PUBLICO
15031,00004574,-7.09990667,-78.89912,PUBLICO
15032,00009966,-5.40807451,-79.00459261,PUBLICO
15033,00018893,-6.06082693,-77.16570295,PRIVADO
15034,00005262,-8.95249529,-78.62486418,PUBLICO
15035,00029371,-6.89194079,-76.57386781,PUBLICO
15036,00019057,,,PRIVADO
15037,00023757,,,PRIVADO
15038,00023758,,,PRIVADO
15039,00023694,,,PRIVADO
15040,00005152,-5.12185365,-77.94976945,PUBLICO
15041,00005222,-8.02361632,-79.06618084,PUBLICO
15042,00030215,-11.4948001,-77.2126033,PRIVADO
15043,00024703,-12.16092317,-76.95979244,PRIVADO
15044,00024610,-12.06641407,-77.05017484,PRIVADO
15045,00024835,-13.360821,-73.701268,PUBLICO
15046,00023985,,,PRIVADO
15047,00011213,-13.64184167,-72.89601667,PUBLICO
15048,00002692,-13.74366987,-72.27541621,PUBLICO
15049,00030323,-12.109333,-77.0377369,PRIVADO
15050,00024736,-7.14943168,-78.51602895,PRIVADO
15051,00024625,,,PRIVADO
15052,00015187,,,PRIVADO
15053,00002011,-4.90039906,-80.67758452,PUBLICO
15054,00024396,-12.04673862,-76.977951,PRIVADO
15055,00006568,-7.18441663,-77.06319787,PUBLICO
15056,00000761,-9.92585493,-76.16899555,PUBLICO
15057,00006759,-6.53954252,-78.21358898,PUBLICO
15058,00006220,-12.06225097,-77.13794025,PUBLICO
15059,00024510,-12.044044,-76.9721461,PRIVADO
15060,00029612,-13.52429109,-71.95711524,PRIVADO
15061,00003037,-16.16774833,-69.68833,PUBLICO
15062,00018770,-12.1590715,-76.9297354,PRIVADO
15063,00017153,,,PRIVADO
15064,00018025,,,PRIVADO
15065,00029902,-16.4030788,-71.5461234,PRIVADO
15066,00017298,,,PRIVADO
15067,00017453,,,PRIVADO
15068,00018126,-7.1549048,-78.5145283,PRIVADO
15069,00024492,,,PRIVADO
15070,00024799,,,PRIVADO
15071,00012269,-13.63089114,-73.1709985,PUBLICO
15072,00024709,,,PRIVADO
15073,00024801,,,PRIVADO
15074,00024803,,,PRIVADO
15075,00024818,,,PRIVADO
15076,00024718,,,PRIVADO
15077,00030432,-11.95330844,-77.07768189,PRIVADO
15078,00005524,-10.96205717,-73.11625567,PUBLICO
15079,00000855,-9.86145291,-76.61101413,PUBLICO
15080,00023782,,,PRIVADO
15081,00023771,,,PRIVADO
15082,00023803,,,PRIVADO
15083,00023834,,,PRIVADO
15084,00023831,,,PRIVADO
15085,00030524,-11.89107728,-77.04080937,PRIVADO
15086,00004277,-5.367365,-78.85842333,PUBLICO
15087,00004297,-4.97764122,-79.11933333,PUBLICO
15088,00004222,-5.68596,-78.8423,PUBLICO
15089,00001264,-16.45004288,-71.51231813,PUBLICO
15090,00024417,,,PRIVADO
15091,00029475,-16.3854155,-71.5465174,PRIVADO
15092,00003203,-16.00796667,-69.75656667,PUBLICO
15093,00017511,,,PRIVADO
15094,00017520,,,PRIVADO
15095,00017726,-12.09028708,-76.95050932,PRIVADO
15096,00017146,,,PRIVADO
15097,00017721,,,PRIVADO
15098,00017329,-6.97509018,-78.21336169,PUBLICO
15099,00030211,-16.4478087,-71.5548944,PRIVADO
15100,00017144,,,PRIVADO
15101,00000338,-10.93598704,-74.91045647,PUBLICO
15102,00016911,-11.25977769,-74.3843086,PUBLICO
15103,00024805,,,PRIVADO
15104,00024786,,,PRIVADO
15105,00024731,,,PRIVADO
15106,00024784,,,PRIVADO
15107,00024733,-17.01152357,-72.01239577,PRIVADO
15108,00030433,-11.95542098,-77.05988746,PRIVADO
15109,00024071,,,PRIVADO
15110,00001984,-4.9513649,-80.4528321,PUBLICO
15111,00005774,-11.21656333,-77.41283167,PUBLICO
15112,00012058,,,PRIVADO
15113,00012670,,,PRIVADO
15114,00030513,-12.1282514,-77.0041407,PRIVADO
15115,00005006,-6.27204651,-79.03852273,PUBLICO
15116,00011250,-6.80404279,-78.13502445,PUBLICO
15117,00011424,,,PRIVADO
15118,00023816,,,PRIVADO
15119,00023845,,,PRIVADO
15120,00023907,,,PRIVADO
15121,00029655,-12.2526278,-76.884032,PRIVADO
15122,00005553,-8.41459288,-74.5433615,PUBLICO
15123,00024168,,,PRIVADO
15124,00024304,,,PRIVADO
15125,00004891,-6.37534167,-77.89940667,PUBLICO
15126,00006819,-6.51230518,-79.25237124,PUBLICO
15127,00004737,-6.45139,-78.40786,PUBLICO
15128,00017621,,,PRIVADO
15129,00017006,-11.989087,-76.839662,PRIVADO
15130,00018717,,,PRIVADO
15131,00016963,,,PRIVADO
15132,00017991,,,PRIVADO
15133,00007160,-13.63459394,-73.69113476,PUBLICO
15134,00004389,-6.50743,-79.85851,PUBLICO
15135,00024697,-12.1276975,-77.0095468,PRIVADO
15136,00024715,,,PRIVADO
15137,00024811,-11.8655442,-77.0719162,PRIVADO
15138,00024790,-11.990769,-77.070368,PRIVADO
15139,00024829,,,PRIVADO
15140,00007076,-6.56652485,-77.38057225,PUBLICO
15141,00030470,-10.67021819,-76.25232955,PRIVADO
15142,00011440,,,PUBLICO
15143,00011512,-12.11133616,-76.9893638,PRIVADO
15144,00011353,,,PRIVADO
15145,00012279,,,PRIVADO
15146,00011870,,,PRIVADO
15147,00011994,,,PRIVADO
15148,00005235,-8.17759814,-78.99452855,PUBLICO
15149,00024350,,,PRIVADO
15150,00003781,-13.22706,-73.890525,PUBLICO
15151,00011432,,,PUBLICO
15152,00003657,-12.59179,-73.8554,PUBLICO
15153,00024225,,,PRIVADO
15154,00003688,-14.545915,-74.80830667,PUBLICO
15155,00003709,-14.2995758,-73.93792485,PUBLICO
15156,00028387,-12.0854497,-77.0345246,PRIVADO
15157,00003963,-13.02157833,-74.34774667,PUBLICO
15158,00023910,,,PRIVADO
15159,00023952,,,PRIVADO
15160,00016994,,,PRIVADO
15161,00021618,,,PRIVADO
15162,00021804,-11.84546213,-74.21814931,PUBLICO
15163,00021178,-8.1090524,-79.0215336,PRIVADO
15164,00021463,,,PRIVADO
15165,00023981,,,PRIVADO
15166,00023979,,,PRIVADO
15167,00004959,-6.18385466,-78.90985713,PUBLICO
15168,00009427,-12.09459879,-77.01299942,PRIVADO
15169,00016984,-12.1538726,-76.9717368,PRIVADO
15170,00024812,-12.1251014,-77.0235365,PRIVADO
15171,00024726,-12.0957685,-77.06194437,PRIVADO
15172,00029223,-13.52294261,-71.96377919,PRIVADO
15173,00011898,-13.5368393,-73.59541914,PUBLICO
15174,00012348,-12.0563332,-77.0054473,PRIVADO
15175,00012311,-8.10352292,-79.03113338,PRIVADO
15176,00011875,-6.76898333,-79.86455167,PUBLICO
15177,00011970,-13.93314034,-75.6711466,PUBLICO
15178,00011854,,,PRIVADO
15179,00012518,,,PRIVADO
15180,00030165,-11.602088,-75.968907,PUBLICO
15181,00012628,,,PRIVADO
15182,00024278,,,PRIVADO
15183,00024439,-15.84148617,-70.02659046,PRIVADO
15184,00003094,-15.11994833,-69.55438667,PUBLICO
15185,00004810,-6.83974808,-78.57389365,PUBLICO
15186,00004777,-6.75689,-79.04854,PUBLICO
15187,00003356,-16.25305,-69.049805,PUBLICO
15188,00003693,-15.186475,-73.34839833,PUBLICO
15189,00029766,-12.00655697,-77.0522616,PRIVADO
15190,00020981,-12.0528064,-77.1068208,PRIVADO
15191,00021241,,,PRIVADO
15192,00021545,,,PRIVADO
15193,00021742,,,PRIVADO
15194,00021238,,,PRIVADO
15195,00021695,,,PRIVADO
15196,00021437,,,PRIVADO
15197,00023647,,,PRIVADO
15198,00023764,,,PRIVADO
15199,00013264,-8.38455643,-74.57370832,PUBLICO
15200,00021990,,,PRIVADO
15201,00024192,,,PUBLICO
15202,00028538,-11.5666671,-77.2686179,PRIVADO
15203,00005657,-10.81518426,-76.87652256,PUBLICO
15204,00024810,-12.08603563,-77.03277267,PRIVADO
15205,00029092,-12.07316546,-77.05706275,PRIVADO
15206,00001502,-10.30232941,-77.14530535,PUBLICO
15207,00012188,-12.0864356,-75.199078,PUBLICO
15208,00013191,,,PRIVADO
15209,00012140,,,PRIVADO
15210,00015998,,,PRIVADO
15211,00013146,,,PRIVADO
15212,00012804,,,PRIVADO
15213,00030406,-11.991411,-77.0771539,PRIVADO
15214,00023618,,,PRIVADO
15215,00024337,-15.83537325,-70.01481556,PUBLICO
15216,00024271,,,PRIVADO
15217,00004648,-7.03294718,-78.41613439,PUBLICO
15218,00023968,,,PRIVADO
15219,00005020,-6.15196415,-78.68390649,PUBLICO
15220,00021840,,,PRIVADO
15221,00021297,,,PRIVADO
15222,00021355,,,PRIVADO
15223,00021454,,,PRIVADO
15224,00020003,,,PRIVADO
15225,00020254,-13.1826844,-72.5333647,PRIVADO
15226,00020638,,,PRIVADO
15227,00020786,,,PRIVADO
15228,00007890,-12.0389079,-77.0872145,PRIVADO
15229,00024867,-12.0134015,-76.9844677,PRIVADO
15230,00024714,,,PRIVADO
15231,00007058,-5.82481484,-77.96734866,PUBLICO
15232,00007174,-6.92838833,-77.89986,PUBLICO
15233,00024848,,,PRIVADO
15234,00004284,-5.16398,-78.75058,PUBLICO
15235,00029197,-5.210978,-80.6254783,PRIVADO
15236,00023947,,,PRIVADO
15237,00023948,,,PRIVADO
15238,00023974,,,PRIVADO
15239,00006027,,,PUBLICO
15240,00000873,-8.81628,-77.16509,PUBLICO
15241,00005010,-6.24607795,-79.0702462,PUBLICO
15242,00030399,-12.16080649,-76.94553382,PRIVADO
15243,00012758,,,PRIVADO
15244,00024367,-12.0867287,-77.0551265,PRIVADO
15245,00001944,-4.7190207,-80.09712693,PUBLICO
15246,00024377,-12.1106529,-76.9869777,PRIVADO
15247,00024433,,,PRIVADO
15248,00018079,-16.02050167,-69.65918167,PUBLICO
15249,00004485,-7.00941955,-78.15580885,PUBLICO
15250,00004644,-7.212662,-78.487893,PUBLICO
15251,00001283,-16.41128147,-71.57208509,PUBLICO
15252,00029761,-12.06216397,-76.94465969,PRIVADO
15253,00020399,,,PRIVADO
15254,00020058,,,PRIVADO
15255,00020427,,,PRIVADO
15256,00020111,,,PRIVADO
15257,00020118,,,PRIVADO
15258,00020114,,,PRIVADO
15259,00020191,,,PRIVADO
15260,00019890,,,PRIVADO
15261,00024754,,,PRIVADO
15262,00024873,-12.1275166,-76.9776742,PRIVADO
15263,00024850,-12.1610529,-76.9597827,PRIVADO
15264,00024865,,,PRIVADO
15265,00024685,-18.01246024,-70.24736844,PRIVADO
15266,00024896,,,PRIVADO
15267,00005044,-5.63951591,-78.53075225,PUBLICO
15268,00029119,-3.55423803,-80.42931205,PRIVADO
15269,00000175,-7.8327192,-74.81174535,PUBLICO
15270,00013874,-8.39929358,-74.56245034,PUBLICO
15271,00012625,,,PRIVADO
15272,00012563,-12.1007896,-76.9644506,PUBLICO
15273,00013441,,,PRIVADO
15274,00013005,-3.28187682,-72.87662565,PUBLICO
15275,00012561,,,PRIVADO
15276,00030479,-12.0801305,-76.9980286,PRIVADO
15277,00023549,-5.1782884,-80.6548882,PRIVADO
15278,00023611,,,PRIVADO
15279,00023698,-10.6376749,-76.1899661,PRIVADO
15280,00023787,,,PRIVADO
15281,00023918,-12.0904391,-77.035634,PRIVADO
15282,00029532,-7.1617465,-78.5127855,PRIVADO
15283,00024096,-17.11848107,-70.64793753,PRIVADO
15284,00006385,-6.42107349,-76.40697006,PUBLICO
15285,00021782,,,PRIVADO
15286,00021822,,,PRIVADO
15287,00021882,,,PRIVADO
15288,00021875,,,PRIVADO
15289,00021884,,,PRIVADO
15290,00019501,,,PRIVADO
15291,00029499,-11.93764415,-77.07915884,PRIVADO
15292,00024716,,,PRIVADO
15293,00024800,,,PRIVADO
15294,00024828,-12.06351045,-77.04791642,PRIVADO
15295,00002195,-5.1433056,-79.73851068,PUBLICO
15296,00007640,-5.23875191,-79.99037115,PUBLICO
15297,00012997,,,PRIVADO
15298,00024847,,,PUBLICO
15299,00005285,-7.67055652,-78.61808942,PUBLICO
15300,00029335,-13.462843,-72.147831,PRIVADO
15301,00013371,-8.1090524,-79.0215336,PRIVADO
15302,00013112,,,PRIVADO
15303,00013121,,,PRIVADO
15304,00016420,,,PRIVADO
15305,00014058,,,PRIVADO
15306,00030102,-7.16808164,-78.50670896,PRIVADO
15307,00014113,-12.08910016,-77.00867693,PRIVADO
15308,00030219,-7.1495393,-78.5185621,PUBLICO
15309,00002091,-5.19252667,-80.64608,PUBLICO
15310,00000961,-8.54644,-76.52276,PUBLICO
15311,00024446,,,PRIVADO
15312,00006927,-6.528349,-78.8592,PUBLICO
15313,00009326,-6.48436908,-78.72804945,PUBLICO
15314,00004615,-6.84030775,-78.5203354,PUBLICO
15315,00029797,-10.66836783,-76.25532021,PRIVADO
15316,00004541,-7.16206167,-78.88759,PUBLICO
15317,00023894,-11.1075134,-77.597561,PRIVADO
15318,00019248,-13.52995767,-71.94346085,PRIVADO
15319,00019506,,,PRIVADO
15320,00019810,,,PRIVADO
15321,00019729,-12.10100534,-76.94844444,PRIVADO
15322,00019740,,,PRIVADO
15323,00020064,,,PRIVADO
15324,00023626,,,PRIVADO
15325,00023622,,,PRIVADO
15326,00002623,-14.19163189,-72.32748032,PUBLICO
15327,00024878,,,PRIVADO
15328,00024821,,,PRIVADO
15329,00024713,-12.2038833,-77.0138267,PRIVADO
15330,00024130,,,PRIVADO
15331,00024823,,,PRIVADO
15332,00030265,-13.5278267,-71.9420429,PRIVADO
15333,00013364,,,PRIVADO
15334,00014075,,,PRIVADO
15335,00013556,,,PRIVADO
15336,00013670,-5.13074,-80.64114667,PRIVADO
15337,00013214,,,PRIVADO
15338,00013922,,,PRIVADO
15339,00014175,,,PRIVADO
15340,00030402,-12.17988136,-76.94421741,PRIVADO
15341,00001987,-4.88288053,-80.43556339,PUBLICO
15342,00006612,-13.49588333,-74.05278107,PUBLICO
15343,00003842,-13.82268894,-73.84750998,PUBLICO
15344,00004728,-6.52640318,-78.50506968,PUBLICO
15345,00024470,-12.2091,-76.9393,PRIVADO
15346,00000047,-4.174686,-73.378128,PUBLICO
15347,00024532,,,PRIVADO
15348,00000831,-10.33877446,-76.18315399,PUBLICO
15349,00029969,-11.9913842,-77.0749877,PRIVADO
15350,00019339,,,PRIVADO
15351,00019701,,,PRIVADO
15352,00019155,-9.42964846,-76.80866145,PUBLICO
15353,00019778,,,PRIVADO
15354,00019486,,,PRIVADO
15355,00005211,-8.07338166,-78.9905279,PUBLICO
15356,00023676,,,PRIVADO
15357,00003410,-14.30927,-75.67823,PUBLICO
15358,00023857,,,PRIVADO
15359,00023850,,,PRIVADO
15360,00023913,,,PRIVADO
15361,00024796,,,PRIVADO
15362,00024797,,,PRIVADO
15363,00030297,-6.21724665,-77.86605469,PRIVADO
15364,00014265,-13.54333899,-71.88992862,PRIVADO
15365,00014486,,,PRIVADO
15366,00030533,-18.0065679,-70.2462741,PRIVADO
